  ,Fecha,Mes,Tipo,Divisa,Cantidad,Tipo Cambio (Bs),Total Bs,Medio Pago,Responsable,Notas,Compras Acumuladas (Unid),Tipo Cambio Prom Acumulado (Compra),Ventas Acumuladas (Unid),Tipo Cambio Prom Acumulado (Venta),Ganancia realizada,Ganancia Potencial,,
1,2/1/2026,1,Venta,CLP,"45,00","11,00","495,00",Efectivo,Sergio,Inicio 2026,0,0,"45,00","11,00","0,0",,,
2,1/2/2026,1,Compra,ARS,"8,00","5,00","40,00",Efectivo,Sergio,Sin observaciones,8,5,"0,00","0,00",,"-40,00",,
3,1/2/2026,1,Compra,EUR,"20,00","10,40","208,00",Efectivo,Sergio,Sin observaciones,20,"10,4","0,00","0,00",,"-208,00",,
4,1/2/2026,1,Compra,USD,"100,00","9,50","950,00",Efectivo,Sergio,Sin observaciones,100,"9,5","0,00","0,00",,"-950,00",,
5,1/2/2026,1,Compra,USD,"100,00","9,50","950,00",Efectivo,Sergio,Sin observaciones,200,"9,5","0,00","0,00",,"-950,00",,
6,1/2/2026,1,Venta,USD,"400,00","10,00","4.000,00",Efectivo,Sergio,Sin observaciones,200,"9,5","400,00","10,00","100,0",,,
7,1/2/2026,1,Venta,USD,"200,00","10,00","2.000,00",Efectivo,Sergio,Sin observaciones,200,"9,5","600,00","10,00","0,0",,,
8,1/2/2026,1,Compra,USD,"200,00","9,50","1.900,00",Efectivo,Sergio,Sin observaciones,400,"9,5","600,00","10,00",,"100,00",,
9,1/2/2026,1,Venta,USD,"600,00","10,00","6.000,00",Efectivo,Sergio,Sin observaciones,400,"9,5","1200,00","10,00","100,0",,,
10,1/2/2026,1,Compra,USD,"100,00","9,50","950,00",Efectivo,Sergio,Sin observaciones,500,"9,5","1200,00","10,00",,"50,00",,
11,1/2/2026,1,Venta,USD 1 y 2,"50,00","9,50","475,00",QR,Sergio,Sin observaciones,0,0,"50,00","9,50","0,0",,,
12,1/2/2026,1,Venta,USD sueltos,"120,00","9,50","1.140,00",QR,Sergio,Sin observaciones,0,0,"120,00","9,50","0,0",,,
13,1/3/2026,1,Compra,CLP,"20,00","9,60","192,00",Efectivo,Sergio,Sin observaciones,20,"9,6","45,00","11,00",,"28,00",,
14,1/3/2026,1,Compra,CLP,"12,00","9,60","115,20",Efectivo,Tiffani,Sin observaciones,32,"9,6","45,00","11,00",,"16,80",,
15,1/3/2026,1,Venta,USD,"1.000,00","10,00","10.000,00",Efectivo,Sergio,Sin observaciones,500,"9,5","2200,00","10,00","50,0",,,
16,1/3/2026,1,Compra,USD,"100,00","9,60","960,00",Efectivo,Sergio,Sin observaciones,600,"9,5167","2200,00","10,00",,"40,00",,
17,1/3/2026,1,Compra,USD,"500,00","9,60","4.800,00",Efectivo,Sergio,Sin observaciones,1100,"9,5545","2200,00","10,00",,"200,00",,
18,1/3/2026,1,Compra,USD,"100,00","9,60","960,00",Efectivo,Sergio,Sin observaciones,1200,"9,5583","2200,00","10,00",,"40,00",,
19,1/3/2026,1,Compra,USD,"100,00","9,60","960,00",Efectivo,Sergio,Sin observaciones,1300,"9,5615","2200,00","10,00",,"40,00",,
20,1/3/2026,1,Compra,USD,"100,00","9,60","960,00",Efectivo,Sergio,Sin observaciones,1400,"9,5643","2200,00","10,00",,"40,00",,
21,1/3/2026,1,Compra,USD,"100,00","9,60","960,00",Efectivo,Tiffani,Sin observaciones,1500,"9,5667","2200,00","10,00",,"40,00",,
22,1/3/2026,1,Compra,USD,"100,00","9,60","960,00",Efectivo,Tiffani,Sin observaciones,1600,"9,5688","2200,00","10,00",,"40,00",,
23,1/3/2026,1,Compra,USD,"50,00","9,60","480,00",Efectivo,Tiffani,Sin observaciones,1650,"9,5697","2200,00","10,00",,"20,00",,
24,1/5/2026,1,Compra,CLP,"10,00","9,60","96,00",Efectivo,Sergio,Sin observaciones,42,"9,6","45,00","11,00",,"14,00",,
25,1/5/2026,1,Compra,CLP,"70,00","9,60","672,00",Efectivo,Sergio,Sin observaciones,112,"9,6","45,00","11,00",,"98,00",,
26,1/5/2026,1,Compra,CLP,"100,00","9,60","960,00",Efectivo,Sergio,Sin observaciones,212,"9,6","45,00","11,00",,"140,00",,
27,1/5/2026,1,Compra,CLP,"40,00","9,50","380,00",Efectivo,Tiffani,Sin observaciones,252,"9,5841","45,00","11,00",,"60,00",,
28,1/5/2026,1,Compra,USD,"8.500,00","9,70","82.450,00",Efectivo,Sergio,Sin observaciones,10150,"9,6788","2200,00","10,00",,"2550,00",,
29,1/5/2026,1,Compra,USD,"100,00","9,60","960,00",Efectivo,Sergio,Sin observaciones,10250,"9,678","2200,00","10,00",,"40,00",,
30,1/5/2026,1,Venta,USD,"200,00","10,00","2.000,00",Efectivo,Sergio,Sin observaciones,10250,"9,678","2400,00","10,00","80,0",,,
31,1/5/2026,1,Compra,USD,"200,00","9,70","1.940,00",Efectivo,Sergio,Sin observaciones,10450,"9,6785","2400,00","10,00",,"60,00",,
32,1/5/2026,1,Compra,USD,"400,00","9,70","3.880,00",Efectivo,Sergio,Sin observaciones,10850,"9,6793","2400,00","10,00",,"120,00",,
33,1/5/2026,1,Venta,USD,"500,00","10,00","5.000,00",Efectivo,Sergio,Sin observaciones,10850,"9,6793","2900,00","10,00","200,0",,,
34,1/5/2026,1,Venta,USD,"100,00","10,00","1.000,00",QR,Sergio,Sin observaciones,10850,"9,6793","3000,00","10,00","40,0",,,
35,1/5/2026,1,Compra,USD,"100,00","9,60","960,00",Efectivo,Sergio,Sin observaciones,10950,"9,6785","3000,00","10,00",,"40,00",,
36,1/5/2026,1,Venta,USD,"100,00","10,00","1.000,00",QR,Sergio,Sin observaciones,10950,"9,6785","3100,00","10,00","40,0",,,
37,1/5/2026,1,Venta,USD,"2.500,00","10,00","25.000,00",Efectivo,Sergio,Sin observaciones,10950,"9,6785","5600,00","10,00","775,0",,,
38,1/5/2026,1,Compra,USD,"300,00","9,60","2.880,00",Efectivo,Tiffani,Sin observaciones,11250,"9,6764","5600,00","10,00",,"120,00",,
39,1/5/2026,1,Venta,USD,"100,00","10,00","1.000,00",Efectivo,Tiffani,Sin observaciones,11250,"9,6764","5700,00","10,00","30,0",,,
40,1/5/2026,1,Compra,USD,"200,00","9,60","1.920,00",Efectivo,Tiffani,Sin observaciones,11450,"9,6751","5700,00","10,00",,"80,00",,
41,1/5/2026,1,Compra,USD,"400,00","9,60","3.840,00",Efectivo,Tiffani,Sin observaciones,11850,"9,6726","5700,00","10,00",,"160,00",,
42,1/5/2026,1,Venta,USD,"100,00","10,00","1.000,00",QR,Tiffani,Sin observaciones,11850,"9,6726","5800,00","10,00","30,0",,,
43,1/5/2026,1,Venta,USD,"3.000,00","10,00","30.000,00",Efectivo,Tiffani,Sin observaciones,11850,"9,6726","8800,00","10,00","900,0",,,
44,1/6/2026,1,Compra,CLP,"10,00","9,60","96,00",Efectivo,Sergio,Sin observaciones,262,"9,5847","45,00","11,00",,"14,00",,
45,1/6/2026,1,Venta,CLP,"500,00","10,90","5.450,00",Efectivo,Tiffani,Sin observaciones,262,"9,5847","545,00","10,91","344,6",,,
46,1/6/2026,1,Venta,CLP,"265,00","10,90","2.888,50",Efectivo,Tiffani,Sin observaciones,262,"9,5847","810,00","10,91","0,0",,,
47,1/6/2026,1,Compra,USD,"100,00","8,00","800,00",Efectivo,Sergio,cbb2,11950,"9,6586","8800,00","10,00",,"200,00",,
48,1/6/2026,1,Venta,USD,"1.500,00","10,05","15.075,00",Efectivo,Sergio,Sin observaciones,11950,"9,6586","10300,00","10,01","525,0",,,
49,1/6/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,12050,"9,6589","10300,00","10,01",,"30,73",,
50,1/6/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,12150,"9,6593","10300,00","10,01",,"30,73",,
51,1/6/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,12250,"9,6596","10300,00","10,01",,"30,73",,
52,1/6/2026,1,Compra,USD,"300,00","9,70","2.910,00",Efectivo,Sergio,Sin observaciones,12550,"9,6606","10300,00","10,01",,"92,19",,
53,1/6/2026,1,Venta,USD,"400,00","10,05","4.020,00",Efectivo,Sergio,Sin observaciones,12550,"9,6606","10700,00","10,01","140,0",,,
54,1/6/2026,1,Compra,USD,"100,00","9,65","965,00",Efectivo,Sergio,Sin observaciones,12650,"9,6605","10700,00","10,01",,"35,89",,
55,1/6/2026,1,Compra,USD,"100,00","9,65","965,00",Efectivo,Sergio,Sin observaciones,12750,"9,6604","10700,00","10,01",,"35,89",,
56,1/6/2026,1,Compra,USD,"100,00","9,65","965,00",Efectivo,Sergio,Sin observaciones,12850,"9,6603","10700,00","10,01",,"35,89",,
57,1/6/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,12950,"9,6606","10700,00","10,01",,"30,89",,
58,1/6/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,13050,"9,6609","10700,00","10,01",,"30,89",,
59,1/6/2026,1,Venta,USD,"1.000,00","10,05","10.050,00",Efectivo,Tiffani,Sin observaciones,13050,"9,6609","11700,00","10,01","350,0",,,
60,1/6/2026,1,Venta,USD,"200,00","10,05","2.010,00",Efectivo,Tiffani,Sin observaciones,13050,"9,6609","11900,00","10,01","75,0",,,
61,1/7/2026,1,Compra,PEN,"110,00","2,50","275,00",Efectivo,Sergio,Sin observaciones,110,"2,5","0,00","0,00",,"-275,00",,
62,1/7/2026,1,Venta,USD,"300,00","10,05","3.015,00",Efectivo,Sergio,Sin observaciones,13050,"9,6609","12200,00","10,01","110,0",,,
63,1/7/2026,1,Venta,USD,"200,00","10,05","2.010,00",QR,Sergio,Sin observaciones,13050,"9,6609","12400,00","10,01","70,0",,,
64,1/7/2026,1,Venta,USD,"150,00","10,05","1.507,50",Efectivo,Sergio,Sin observaciones,13050,"9,6609","12550,00","10,01","52,5",,,
65,1/7/2026,1,Venta,USD,"200,00","10,10","2.020,00",Efectivo,Sergio,Sin observaciones,13050,"9,6609","12750,00","10,02","100,0",,,
66,1/7/2026,1,Compra,USD,"200,00","9,70","1.940,00",Efectivo,Sergio,Sin observaciones,13250,"9,6615","12750,00","10,02",,"63,26",,
67,1/7/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,13350,"9,6618","12750,00","10,02",,"31,63",,
68,1/7/2026,1,Venta,USD,"150,00","10,05","1.507,50",Efectivo,Tiffani,Sin observaciones,13350,"9,6618","12900,00","10,02","67,5",,,
69,1/7/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,13450,"9,6621","12900,00","10,02",,"31,67",,
70,1/7/2026,1,Venta,USD,"1.000,00","10,10","10.100,00",Efectivo,Tiffani,Sin observaciones,13450,"9,6621","13900,00","10,02","635,0",,,
71,1/7/2026,1,Compra,USD sueltos,"60,00","8,50","510,00",Efectivo,Sergio,Sin observaciones,60,"8,5","120,00","9,50",,"60,00",,
72,1/7/2026,1,Compra,USD sueltos,"20,00","8,50","170,00",Efectivo,Sergio,Sin observaciones,80,"8,5","120,00","9,50",,"20,00",,
73,1/8/2026,1,Compra,BRL,"30,00","1,50","45,00",Efectivo,Sergio,Sin observaciones,30,"1,5","0,00","0,00",,"-45,00",,
74,1/8/2026,1,Compra,CLP,"3,00","9,70","29,10",Efectivo,Sergio,Sin observaciones,265,"9,586","810,00","10,91",,"3,62",,
75,1/8/2026,1,Compra,EUR,"200,00","10,50","2.100,00",Efectivo,Sergio,Sin observaciones,220,"10,4909","0,00","0,00",,"-2100,00",,
76,1/8/2026,1,Venta,USD,"100,00","10,05","1.005,00",Efectivo,Sergio,Sin observaciones,13450,"9,6621","14000,00","10,02","35,0",,,
77,1/8/2026,1,Compra,USD,"300,00","9,70","2.910,00",Efectivo,Sergio,Sin observaciones,13750,"9,6629","14000,00","10,02",,"96,87",,
78,1/8/2026,1,Compra,USD,"200,00","9,70","1.940,00",Efectivo,Sergio,Sin observaciones,13950,"9,6634","14000,00","10,02",,"64,58",,
79,1/8/2026,1,Venta,USD,"200,00","10,05","2.010,00",Efectivo,Sergio,Sin observaciones,13950,"9,6634","14200,00","10,02","70,0",,,
80,1/8/2026,1,Compra,USD,"10.000,00","9,80","98.000,00",Efectivo,Sergio,Una Parte en QR,23950,"9,7205","14200,00","10,02",,"2232,00",,
81,1/8/2026,1,Compra,USD,"50,00","9,70","485,00",Efectivo,Sergio,Sin observaciones,24000,"9,7204","14200,00","10,02",,"16,16",,
82,1/8/2026,1,Compra,USD,"200,00","9,70","1.940,00",Efectivo,Sergio,Sin observaciones,24200,"9,7202","14200,00","10,02",,"64,64",,
83,1/8/2026,1,Venta,USD,"150,00","10,05","1.507,50",Efectivo,Tiffani,Sin observaciones,24200,"9,7202","14350,00","10,02","57,5",,,
84,1/8/2026,1,Compra,USD,"200,00","9,70","1.940,00",Efectivo,Tiffani,Sin observaciones,24400,"9,7201","14350,00","10,02",,"64,70",,
85,1/8/2026,1,Compra,USD sueltos,"10,00","8,50","85,00",Efectivo,Sergio,Sin observaciones,90,"8,5","120,00","9,50",,"10,00",,
86,1/8/2026,1,Venta,USD sueltos,"20,00","10,05","201,00",Efectivo,Sergio,Sin observaciones,90,"8,5","140,00","9,58","31,0",,,
87,1/8/2026,1,Venta,USD sueltos,"30,00","10,05","301,50",Efectivo,Tiffani,Sin observaciones,90,"8,5","170,00","9,66","46,5",,,
88,1/9/2026,1,Compra,CLP,"15,00","9,50","142,50",Efectivo,Tiffani,Sin observaciones,280,"9,5814","810,00","10,91",,"21,08",,
89,1/9/2026,1,Venta,EUR,"2.000,00","11,00","22.000,00",Efectivo,Sergio,Sin observaciones,220,"10,4909","2000,00","11,00","112,0",,,
90,1/9/2026,1,Compra,EUR,"50,00","10,50","525,00",Efectivo,Tiffani,Sin observaciones,270,"10,4926","2000,00","11,00",,"25,00",,
91,1/9/2026,1,Venta,PEN,"1.000,00","2,80","2.800,00",Efectivo,Sergio,Sin observaciones,110,"2,5","1000,00","2,80","33,0",,,
92,1/9/2026,1,Compra,PEN,"20,00","2,50","50,00",Efectivo,Tiffani,Sin observaciones,130,"2,5","1000,00","2,80",,"6,00",,
93,1/9/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,24500,"9,72","14350,00","10,02",,"32,35",,
94,1/9/2026,1,Venta,USD,"1.000,00","10,05","10.050,00",Efectivo,Sergio,Sin observaciones,24500,"9,72","15350,00","10,03","360,0",,,
95,1/9/2026,1,Venta,USD,"900,00","10,10","9.090,00",Efectivo,Tiffani,Sin observaciones,24500,"9,72","16250,00","10,03","300,0",,,
96,1/9/2026,1,Compra,USD,"200,00","9,70","1.940,00",Efectivo,Tiffani,Sin observaciones,24700,"9,7198","16250,00","10,03",,"65,88",,
97,1/9/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,24800,"9,7198","16250,00","10,03",,"32,94",,
98,1/9/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,24900,"9,7197","16250,00","10,03",,"32,94",,
99,1/9/2026,1,Venta,USD,"100,00","10,10","1.010,00",Efectivo,Tiffani,Sin observaciones,24900,"9,7197","16350,00","10,03","30,0",,,
100,1/9/2026,1,Compra,USD,"50,00","9,70","485,00",Efectivo,Tiffani,Sin observaciones,24950,"9,7196","16350,00","10,03",,"16,49",,
101,1/9/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,25050,"9,7196","16350,00","10,03",,"32,98",,
102,1/9/2026,1,Venta,USD,"2.000,00","10,10","20.200,00",Efectivo,Tiffani,Sin observaciones,25050,"9,7196","18350,00","10,04","600,0",,,
103,1/9/2026,1,Venta,USD,"500,00","10,10","5.050,00",Efectivo,Tiffani,Sin observaciones,25050,"9,7196","18850,00","10,04","150,0",,,
104,1/9/2026,1,Venta,USD,"350,00","10,05","3.517,50",Efectivo,Tiffani,Sin observaciones,25050,"9,7196","19200,00","10,04","87,5",,,
105,1/9/2026,1,Compra,USD sueltos,"10,00","8,50","85,00",Efectivo,Tiffani,Sin observaciones,100,"8,5","170,00","9,66",,"11,62",,
106,1/10/2026,1,Compra,EUR,"100,00","10,50","1.050,00",Efectivo,Sergio,Sin observaciones,370,"10,4946","2000,00","11,00",,"50,00",,
107,1/10/2026,1,Compra,USD,"250,00","9,70","2.425,00",Efectivo,Sergio,Sin observaciones,25300,"9,7194","19200,00","10,04",,"84,83",,
108,1/10/2026,1,Compra,USD,"100,00","9,75","975,00",Efectivo,Sergio,Sin observaciones,25400,"9,7195","19200,00","10,04",,"28,93",,
109,1/10/2026,1,Compra,USD,"200,00","9,75","1.950,00",Efectivo,Sergio,Sin observaciones,25600,"9,7197","19200,00","10,04",,"57,86",,
110,1/10/2026,1,Venta,USD,"300,00","10,10","3.030,00",Efectivo,Sergio,Sin observaciones,25600,"9,7197","19500,00","10,04","90,0",,,
111,1/10/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,25700,"9,7196","19500,00","10,04",,"34,03",,
112,1/10/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,25800,"9,7196","19500,00","10,04",,"34,03",,
113,1/10/2026,1,Compra,USD,"300,00","9,75","2.925,00",Efectivo,Sergio,Sin observaciones,26100,"9,7199","19500,00","10,04",,"87,09",,
114,1/10/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,26200,"9,7198","19500,00","10,04",,"34,03",,
115,1/10/2026,1,Venta,USD,"1.000,00","10,05","10.050,00",Efectivo,Tiffani,Sin observaciones,26200,"9,7198","20500,00","10,04","250,0",,,
116,1/10/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,26300,"9,7198","20500,00","10,04",,"34,07",,
117,1/10/2026,1,Compra,USD,"50,00","9,76","488,00",Efectivo,Tiffani,Sin observaciones,26350,"9,7198","20500,00","10,04",,"14,04",,
118,1/10/2026,1,Compra,USD,"500,00","9,70","4.850,00",Efectivo,Tiffani,Sin observaciones,26850,"9,7195","20500,00","10,04",,"170,35",,
119,1/12/2026,1,Venta,EUR,"700,00","11,50","8.050,00",Efectivo,Sergio,Sin observaciones,370,"10,4946","2700,00","11,13","150,0",,,
120,1/12/2026,1,Compra,EUR,"60,00","10,50","630,00",Efectivo,Sergio,Sin observaciones,430,"10,4953","2700,00","11,13",,"37,78",,
121,1/12/2026,1,Compra,PEN,"250,00","2,50","625,00",Efectivo,Sergio,Sin observaciones,380,"2,5","1000,00","2,80",,"75,00",,
122,1/12/2026,1,Venta,PEN,"500,00","3,00","1.500,00",QR,Sergio,Sin observaciones,380,"2,5","1500,00","2,87","135,0",,,
123,1/12/2026,1,Venta,USD,"1.000,00","10,00","10.000,00",Efectivo,Sergio,Sin observaciones,26850,"9,7195","21500,00","10,04","200,0",,,
124,1/12/2026,1,Compra,USD,"1.500,00","9,70","14.550,00",Efectivo,Sergio,Sin observaciones,28350,"9,7184","21500,00","10,04",,"508,20",,
125,1/12/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,28450,"9,7184","21500,00","10,04",,"33,88",,
126,1/12/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,28550,"9,7183","21500,00","10,04",,"33,88",,
127,1/12/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,28650,"9,7183","21500,00","10,04",,"33,88",,
128,1/12/2026,1,Venta,USD,"100,00","10,03","1.003,00",Efectivo,Tiffani,Sin observaciones,28650,"9,7183","21600,00","10,04","23,0",,,
129,1/12/2026,1,Compra,USD 1 y 2,"1,00","6,00","6,00",Efectivo,Sergio,Roto,1,6,"50,00","9,50",,"3,50",,
130,1/12/2026,1,Compra,USD sueltos,"20,00","8,50","170,00",Efectivo,Sergio,Sin observaciones,120,"8,5","170,00","9,66",,"23,24",,
131,1/12/2026,1,Compra,USD sueltos,"10,00","8,50","85,00",Efectivo,Sergio,Sin observaciones,130,"8,5","170,00","9,66",,"11,62",,
132,1/12/2026,1,Venta,USD sueltos,"20,00","10,03","200,60",Efectivo,Tiffani,Sin observaciones,130,"8,5","190,00","9,70","30,6",,,
133,1/13/2026,1,Venta,PEN,"200,00","3,00","600,00",Efectivo,Tiffani,Sin observaciones,380,"2,5","1700,00","2,88","0,0",,,
134,1/13/2026,1,Compra,USD,"200,00","9,70","1.940,00",Efectivo,Sergio,Sin observaciones,28850,"9,7181","21600,00","10,04",,"67,76",,
135,1/13/2026,1,Venta,USD,"250,00","10,00","2.500,00",Efectivo,Sergio,cbb2,28850,"9,7181","21850,00","10,04","50,0",,,
136,1/13/2026,1,Venta,USD,"1.000,00","10,00","10.000,00",Efectivo,Sergio,Sin observaciones,28850,"9,7181","22850,00","10,04","200,0",,,
137,1/13/2026,1,Venta,USD,"1.000,00","10,00","10.000,00",QR,Sergio,Sin observaciones,28850,"9,7181","23850,00","10,04","200,0",,,
138,1/13/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,28950,"9,7181","23850,00","10,04",,"33,51",,
139,1/13/2026,1,Compra,USD,"200,00","9,70","1.940,00",Efectivo,Sergio,Sin observaciones,29150,"9,7179","23850,00","10,04",,"67,02",,
140,1/13/2026,1,Venta,USD,"100,00","10,00","1.000,00",Efectivo,Sergio,Sin observaciones,29150,"9,7179","23950,00","10,04","20,0",,,
141,1/13/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,29250,"9,7179","23950,00","10,04",,"33,50",,
142,1/13/2026,1,Compra,USD,"100,00","9,50","950,00",Efectivo,Sergio,Roto,29350,"9,7171","23950,00","10,04",,"53,50",,
143,1/13/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,29450,"9,7171","23950,00","10,04",,"33,50",,
144,1/13/2026,1,Venta,USD,"2.000,00","10,00","20.000,00",Efectivo,Tiffani,Sin observaciones,29450,"9,7171","25950,00","10,03","430,0",,,
145,1/13/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,29550,"9,717","25950,00","10,03",,"33,23",,
146,1/13/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,29650,"9,717","25950,00","10,03",,"33,23",,
147,1/13/2026,1,Venta,USD 1 y 2,"3,00","9,00","27,00",Efectivo,Sergio,Sin observaciones,1,6,"53,00","9,47","3,0",,,
148,1/13/2026,1,Venta,USD sueltos,"25,00","9,50","237,50",Efectivo,Sergio,Sin observaciones,130,"8,5","215,00","9,68","25,0",,,
149,1/14/2026,1,Compra,ARS,"3,00","5,00","15,00",Efectivo,Sergio,Sin observaciones,11,5,"0,00","0,00",,"-15,00",,
150,1/14/2026,1,Compra,EUR,"150,00","10,60","1.590,00",Efectivo,Sergio,Sin observaciones,580,"10,5224","2700,00","11,13",,"79,44",,
151,1/14/2026,1,Compra,PEN,"100,00","2,50","250,00",Efectivo,Tiffani,Sin observaciones,480,"2,5","1700,00","2,88",,"38,24",,
152,1/14/2026,1,Venta,USD,"3.000,00","10,00","30.000,00",Efectivo,Sergio,Sin observaciones,29650,"9,717","28950,00","10,03","867,0",,,
153,1/14/2026,1,Venta,USD,"300,00","10,00","3.000,00",Efectivo,Sergio,Sin observaciones,29650,"9,717","29250,00","10,03","90,0",,,
154,1/14/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,29750,"9,7169","29250,00","10,03",,"32,86",,
155,1/14/2026,1,Compra,USD,"300,00","9,75","2.925,00",Efectivo,Sergio,Sin observaciones,30050,"9,7172","29250,00","10,03",,"83,58",,
156,1/14/2026,1,Venta,USD,"1.000,00","10,00","10.000,00",Efectivo,Tiffani,Sin observaciones,30050,"9,7172","30250,00","10,03","300,0",,,
157,1/14/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,30150,"9,7172","30250,00","10,03",,"32,77",,
158,1/14/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,30250,"9,7171","30250,00","10,03",,"32,77",,
159,1/15/2026,1,Compra,CLP,"20,00","9,60","192,00",Efectivo,Tiffani,Sin observaciones,300,"9,5827","810,00","10,91",,"26,11",,
160,1/15/2026,1,Compra,CLP,"4,00","9,60","38,40",Efectivo,Tiffani,Sin observaciones,304,"9,5829","810,00","10,91",,"5,22",,
161,1/15/2026,1,Compra,EUR,"50,00","10,50","525,00",Efectivo,Sergio,Sin observaciones,630,"10,5206","2700,00","11,13",,"31,48",,
162,1/15/2026,1,Compra,EUR,"10,00","10,60","106,00",Efectivo,Tiffani,Sin observaciones,640,"10,5219","2700,00","11,13",,"5,30",,
163,1/15/2026,1,Compra,EUR,"50,00","10,50","525,00",Efectivo,Tiffani,Sin observaciones,690,"10,5203","2700,00","11,13",,"31,48",,
164,1/15/2026,1,Compra,EUR,"250,00","10,50","2.625,00",Efectivo,Tiffani,Sin observaciones,940,"10,5149","2700,00","11,13",,"157,40",,
165,1/15/2026,1,Compra,PEN,"150,00","2,50","375,00",Efectivo,Tiffani,Sin observaciones,630,"2,5","1700,00","2,88",,"57,36",,
166,1/15/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,30350,"9,7171","30250,00","10,03",,"32,77",,
167,1/15/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,30450,"9,717","30250,00","10,03",,"32,77",,
168,1/15/2026,1,Venta,USD,"600,00","10,00","6.000,00",Efectivo,Sergio,Sin observaciones,30450,"9,717","30850,00","10,03","180,0",,,
169,1/15/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,30550,"9,717","30850,00","10,03",,"32,72",,
170,1/15/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Sergio,Sin observaciones,30650,"9,7169","30850,00","10,03",,"32,72",,
171,1/15/2026,1,Compra,USD,"100,00","9,60","960,00",Efectivo,Sergio,Sin observaciones,30750,"9,7165","30850,00","10,03",,"42,72",,
172,1/15/2026,1,Compra,USD,"50,00","9,60","480,00",Efectivo,Sergio,Sin observaciones,30800,"9,7163","30850,00","10,03",,"21,36",,
173,1/15/2026,1,Compra,USD,"100,00","9,60","960,00",Efectivo,Sergio,Sin observaciones,30900,"9,716","30850,00","10,03",,"42,72",,
174,1/15/2026,1,Compra,USD,"100,00","9,60","960,00",Efectivo,Sergio,Sin observaciones,31000,"9,7156","30850,00","10,03",,"42,72",,
175,1/15/2026,1,Venta,USD,"200,00","10,00","2.000,00",QR,Tiffani,Sin observaciones,31000,"9,7156","31050,00","10,03","80,0",,,
176,1/15/2026,1,Compra,USD,"200,00","9,70","1.940,00",Efectivo,Tiffani,Sin observaciones,31200,"9,7155","31050,00","10,03",,"65,40",,
177,1/15/2026,1,Compra,USD,"100,00","9,70","970,00",Efectivo,Tiffani,Sin observaciones,31300,"9,7154","31050,00","10,03",,"32,70",,
178,1/15/2026,1,Compra,USD,"300,00","9,70","2.910,00",Efectivo,Tiffani,Sin observaciones,31600,"9,7153","31050,00","10,03",,"98,10",,
179,1/15/2026,1,Compra,USD,"1.000,00","9,70","9.700,00",Efectivo,Tiffani,Sin observaciones,32600,"9,7148","31050,00","10,03",,"327,00",,
180,1/15/2026,1,Compra,USD,"200,00","9,60","1.920,00",Efectivo,Tiffani,Sin observaciones,32800,"9,7141","31050,00","10,03",,"85,40",,
